hire_date,first_name,last_name,title
1987-02-12,Guadalupe,Pfau,Staff
1987-02-11,Nathalie,Luke,Assistant Engineer
1987-02-11,Nathalie,Luke,Engineer
1987-02-11,Nathalie,Luke,Senior Engineer
1987-02-11,Siamak,Luiz,Senior Engineer
1987-02-09,Fabrizio,Lichtman,Engineer
1987-02-09,Fabrizio,Lichtman,Senior Engineer
1987-02-07,Aleksander,Schaaf,Senior Staff
1987-02-07,Aleksander,Schaaf,Staff
1987-01-31,Florian,Uhrig,Senior Staff
1987-01-30,Anwar,Passafiume,Senior Staff
1987-01-30,Anwar,Passafiume,Staff
1987-01-29,Haldun,Lienhardt,Senior Staff
1987-01-25,Subhada,Janetzko,Senior Engineer
1987-01-25,Terresa,Peres,Senior Staff
1987-01-25,Terresa,Peres,Staff
1987-01-23,Arumugam,Nitta,Senior Engineer
1987-01-22,Moti,Steenbeek,Engineer
1987-01-22,Moti,Steenbeek,Senior Engineer
1987-01-22,Oscar,Baumann,Engineer
1987-01-22,Oscar,Baumann,Senior Engineer
1987-01-18,Naraig,Jenevein,Senior Engineer
1987-01-16,Jolita,Claffy,Senior Engineer
1987-01-15,Heeju,Cappelli,Engineer
1987-01-15,Heeju,Cappelli,Senior Engineer
1987-01-15,Jamaludin,Nilsson,Senior Staff
1987-01-15,Jamaludin,Nilsson,Staff
1987-01-15,Qiwen,Kriebel,Senior Staff
1987-01-15,Qiwen,Kriebel,Staff
1987-01-14,Basem,Lortz,Staff
1987-01-14,Tsutomu,Tetzlaff,Senior Staff
1987-01-14,Tsutomu,Tetzlaff,Staff
1987-01-07,Tzu,Sichman,Engineer
1987-01-07,Tzu,Sichman,Senior Engineer
1987-01-01,Sariel,Massonet,Senior Staff
1987-01-01,Sariel,Massonet,Staff
1986-12-27,Heeju,Lorys,Engineer
1986-12-27,Heeju,Lorys,Senior Engineer
1986-12-26,Shahaf,Kitai,Senior Staff
1986-12-26,Shahaf,Kitai,Staff
1986-12-25,Gill,Orlowska,Technique Leader
1986-12-24,Chiranjit,Lyonns,Assistant Engineer
1986-12-24,Chiranjit,Lyonns,Engineer
1986-12-20,Poornachandra,Zielinski,Senior Staff
1986-12-20,Poornachandra,Zielinski,Staff
1986-12-19,Leszek,Spinelli,Staff
1986-12-18,Nakhoon,Luga,Senior Staff
1986-12-18,Nakhoon,Luga,Staff
1986-12-16,Akemi,Fujisaki,Senior Engineer
1986-12-16,Bedrich,Rosenbaum,Engineer
1986-12-16,Bedrich,Rosenbaum,Senior Engineer
1986-12-16,Munehiro,Iwayama,Engineer
1986-12-16,Munehiro,Iwayama,Senior Engineer
1986-12-15,Atreye,Kabayashi,Senior Engineer
1986-12-15,Kersti,Miculan,Senior Staff
1986-12-15,Kersti,Miculan,Staff
1986-12-14,Keiichiro,Armand,Assistant Engineer
1986-12-14,Keiichiro,Armand,Engineer
1986-12-14,Keiichiro,Armand,Senior Engineer
1986-12-14,Pranjal,Schapiro,Senior Staff
1986-12-14,Pranjal,Schapiro,Staff
1986-12-12,Fan,Marsiglia,Engineer
1986-12-12,Fan,Marsiglia,Senior Engineer
1986-12-11,Arnd,Peir,Senior Engineer
1986-12-10,Saniya,Stenning,Senior Staff
1986-12-10,Saniya,Stenning,Staff
1986-12-10,Yongmin,Roccetti,Senior Staff
1986-12-10,Yongmin,Roccetti,Staff
1986-12-05,Aral,Hebden,Senior Staff
1986-12-04,Utpal,Kemmerer,Senior Staff
1986-12-04,Utpal,Kemmerer,Staff
1986-12-02,Subhrajyoti,Denna,Staff
1986-12-01,Marla,Cherinka,Technique Leader
1986-11-26,Limsoon,Roohalamini,Senior Staff
1986-11-26,Limsoon,Roohalamini,Staff
1986-11-25,Randi,Tomescu,Assistant Engineer
1986-11-25,Randi,Tomescu,Engineer
1986-11-25,Randi,Tomescu,Senior Engineer
1986-11-22,Babette,Anandan,Senior Staff
1986-11-22,Babette,Anandan,Staff
1986-11-21,Malu,Ossenbruggen,Senior Staff
1986-11-21,Malu,Ossenbruggen,Staff
1986-11-21,Paris,Restivo,Engineer
1986-11-21,Paris,Restivo,Senior Engineer
1986-11-18,Dinkar,Hoppenstand,Engineer
1986-11-17,Aamod,Ranka,Senior Staff
1986-11-15,Alair,Straney,Senior Staff
1986-11-15,Alair,Straney,Staff
1986-11-15,Yucai,Fabrizio,Staff
1986-11-14,Kerhong,Matzke,Engineer
1986-11-14,Kerhong,Matzke,Senior Engineer
1986-11-14,Visit,Thiran,Engineer
1986-11-14,Visit,Thiran,Senior Engineer
1986-11-13,Shietung,Shrader,Senior Staff
1986-11-11,Gio,Murtha,Engineer
1986-11-11,Gio,Murtha,Senior Engineer
1986-11-11,Hilari,Fairtlough,Technique Leader
1986-11-11,Oguz,Schurmann,Assistant Engineer
1986-11-11,Oguz,Schurmann,Engineer
1986-11-10,Anneke,Hammerschmidt,Engineer
1986-11-10,Ashish,Ratnaker,Senior Staff
1986-11-10,Kazuhide,Fiutem,Senior Staff
1986-11-10,Kazuhide,Fiutem,Staff
1986-11-10,Lakshmi,Frijda,Engineer
1986-11-10,Lakshmi,Frijda,Senior Engineer
1986-11-10,Olivera,Hanabata,Senior Staff
1986-11-10,Olivera,Hanabata,Staff
1986-11-09,Zongyan,Shackel,Technique Leader
1986-11-04,Frazer,Barbanera,Senior Staff
1986-11-04,Frazer,Barbanera,Staff
1986-11-04,Martins,Shokrollahi,Engineer
1986-11-04,Martins,Shokrollahi,Senior Engineer
1986-11-01,Arie,Coullard,Senior Staff
1986-11-01,Arie,Coullard,Staff
1986-10-31,Kristin,Guerreiro,Engineer
1986-10-31,Kristin,Guerreiro,Senior Engineer
1986-10-27,Yongqiao,Cochrane,Senior Staff
1986-10-27,Yongqiao,Cochrane,Staff
1986-10-22,Gaurav,Roison,Senior Staff
1986-10-22,Gaurav,Roison,Staff
1986-10-20,Gadiel,Perly,Senior Staff
1986-10-20,Gadiel,Perly,Staff
1986-10-20,Kolar,Hinsberger,Engineer
1986-10-20,Kolar,Hinsberger,Senior Engineer
1986-10-18,Kolar,Steenbeek,Senior Engineer
1986-10-15,Fei,Erez,Engineer
1986-10-15,Fei,Erez,Senior Engineer
1986-10-06,Alassane,Wolniewicz,Engineer
1986-10-06,Alassane,Wolniewicz,Senior Engineer
1986-10-04,Lena,Kohling,Engineer
1986-10-04,Lena,Kohling,Senior Engineer
1986-09-29,Dipayan,Seghrouchni,Senior Staff
1986-09-29,Dipayan,Seghrouchni,Staff
1986-09-28,Jahangir,Hofting,Senior Staff
1986-09-28,Jahangir,Hofting,Staff
1986-09-21,Denis,Narlikar,Senior Staff
1986-09-21,Denis,Narlikar,Staff
1986-09-21,Florian,Pezzoli,Senior Staff
1986-09-21,Florian,Pezzoli,Staff
1986-09-17,Shigeaki,Lanteri,Engineer
1986-09-17,Shigeaki,Lanteri,Senior Engineer
1986-09-17,Tsutomu,Rebaine,Engineer
1986-09-17,Tsutomu,Rebaine,Senior Engineer
1986-09-16,Horward,Khasidashvili,Senior Engineer
1986-09-16,Petter,Thummel,Technique Leader
1986-09-15,Sigeru,Nivat,Senior Staff
1986-09-15,Sigeru,Nivat,Staff
1986-09-12,Shen,Flanders,Senior Staff
1986-09-12,Shen,Flanders,Staff
1986-09-10,Prodip,Ritcey,Senior Staff
1986-09-10,Prodip,Ritcey,Staff
1986-09-09,Chaosheng,Conta,Assistant Engineer
1986-09-09,Chaosheng,Conta,Engineer
1986-09-08,Falguni,Cherinka,Senior Engineer
1986-09-06,Herbert,Erva,Engineer
1986-09-06,Herbert,Erva,Senior Engineer
1986-09-06,Pintsang,Fujisawa,Senior Staff
1986-09-06,Pintsang,Fujisawa,Staff
1986-09-06,Remmert,Schahn,Senior Staff
1986-09-06,Remmert,Schahn,Staff
1986-09-05,Anyuan,Kropatsch,Senior Staff
1986-09-05,Anyuan,Kropatsch,Staff
1986-09-03,Hongzhu,Ruemmler,Engineer
1986-09-03,Uma,Prampolini,Engineer
1986-09-03,Uma,Prampolini,Senior Engineer
1986-09-02,Ung,Honglei,Senior Staff
1986-09-02,Ung,Honglei,Staff
1986-09-01,Gretta,Huttel,Senior Engineer
1986-08-28,Kazunori,Perz,Senior Engineer
1986-08-26,Teiji,Marrakchi,Senior Engineer
1986-08-25,Hirochika,Goldhammer,Engineer
1986-08-25,Panayotis,Lukaszewicz,Engineer
1986-08-25,Panayotis,Lukaszewicz,Senior Engineer
1986-08-23,Alagu,Vieri,Senior Staff
1986-08-23,Alagu,Vieri,Staff
1986-08-21,Mohan,Picht,Engineer
1986-08-21,Mohan,Picht,Senior Engineer
1986-08-11,Van,Nations,Technique Leader
1986-08-08,Adamantios,Heemskerk,Senior Staff
1986-08-06,Giordano,Maquelin,Senior Engineer
1986-08-06,Shuji,Remmers,Senior Staff
1986-08-06,Shuji,Remmers,Staff
1986-08-02,Abdelghani,Nyrup,Senior Staff
1986-08-02,Abdelghani,Nyrup,Staff
1986-08-02,Hatsukazu,Rosca,Senior Staff
1986-08-02,Hatsukazu,Rosca,Staff
1986-08-01,Yuchang,Eldridge,Senior Staff
1986-08-01,Yuchang,Eldridge,Staff
1986-07-31,Luerbio,Terkki,Senior Staff
1986-07-31,Luerbio,Terkki,Staff
1986-07-30,Tonny,Kropf,Engineer
1986-07-30,Tonny,Kropf,Senior Engineer
1986-07-29,Caolyn,Ozeri,Engineer
1986-07-29,Caolyn,Ozeri,Senior Engineer
1986-07-27,Jacqueline,Akaboshi,Engineer
1986-07-26,Ulises,Frolund,Senior Staff
1986-07-26,Ulises,Frolund,Staff
1986-07-23,Huican,Lunn,Senior Staff
1986-07-23,Huican,Lunn,Staff
1986-07-20,Toshiki,Ghazalie,Senior Staff
1986-07-20,Toshiki,Ghazalie,Staff
1986-07-20,Zdislav,Solares,Assistant Engineer
1986-07-20,Zdislav,Solares,Engineer
1986-07-19,Shaowei,Nicolson,Senior Staff
1986-07-19,Shaowei,Nicolson,Staff
1986-07-16,Jahangir,Kroft,Senior Staff
1986-07-16,Jahangir,Kroft,Staff
1986-07-16,Randi,Avouris,Engineer
1986-07-16,Randi,Avouris,Senior Engineer
1986-07-15,Hilari,Morton,Senior Staff
1986-07-15,Hilari,Morton,Staff
1986-07-12,Genevieve,Snedden,Senior Engineer
1986-07-11,Masako,Kornatzky,Senior Engineer
1986-07-04,Moni,Schach,Senior Staff
1986-07-04,Moni,Schach,Staff
1986-07-02,Constantijn,Lichtman,Senior Staff
1986-07-02,Constantijn,Lichtman,Staff
1986-07-02,LiMin,Teitelbaum,Engineer
1986-07-02,LiMin,Teitelbaum,Senior Engineer
1986-06-29,Abdulah,Lodder,Senior Staff
1986-06-29,Abdulah,Lodder,Staff
1986-06-28,Ashish,Candan,Senior Staff
1986-06-28,Ayakannu,Heinisuo,Senior Staff
1986-06-28,Foong,Aamodt,Senior Engineer
1986-06-28,Surveyors,Crouzet,Senior Staff
1986-06-28,Surveyors,Crouzet,Staff
1986-06-24,Eldridge,Eldridge,Engineer
1986-06-24,Eldridge,Eldridge,Senior Engineer
1986-06-23,Pasqua,Taubman,Senior Staff
1986-06-22,Chenxi,Sundgren,Senior Engineer
1986-06-16,Shuky,Jakobus,Engineer
1986-06-16,Shuky,Jakobus,Senior Engineer
1986-06-15,Peer,Molberg,Engineer
1986-06-15,Utz,Heuter,Senior Staff
1986-06-15,Utz,Heuter,Staff
1986-06-14,Mariangiola,Heyers,Technique Leader
1986-06-14,Masami,Puoti,Senior Engineer
1986-06-14,Udo,Waymire,Technique Leader
1986-06-13,Danco,Luff,Engineer
1986-06-13,Krister,Pappas,Staff
1986-06-12,Fumiya,Griswold,Engineer
1986-06-12,Fumiya,Griswold,Senior Engineer
1986-06-10,Chanjung,Raoux,Engineer
1986-06-10,Chanjung,Raoux,Senior Engineer
1986-06-07,Bedrich,Isard,Senior Staff
1986-06-04,Huei,Orsini,Engineer
1986-06-04,Huei,Orsini,Senior Engineer
1986-05-31,Bouchung,Bugrara,Senior Staff
1986-05-31,Bouchung,Bugrara,Staff
1986-05-30,Adas,Denti,Senior Staff
1986-05-30,Adas,Denti,Staff
1986-05-29,Manohar,Harllee,Senior Engineer
1986-05-24,Dietrich,Crabtree,Senior Staff
1986-05-24,Ung,Orlowski,Senior Staff
1986-05-24,Ung,Orlowski,Staff
1986-05-21,King,Benzmuller,Engineer
1986-05-21,King,Benzmuller,Senior Engineer
1986-05-20,Arunachalam,Oppitz,Senior Staff
1986-05-20,Arunachalam,Oppitz,Staff
1986-05-18,Aria,Kilgore,Engineer
1986-05-18,Aria,Kilgore,Senior Engineer
1986-05-13,Qunsheng,Birrer,Senior Staff
1986-05-13,Qunsheng,Birrer,Staff
1986-05-13,Val,Rissanen,Assistant Engineer
1986-05-13,Val,Rissanen,Engineer
1986-05-09,Fen,Genin,Senior Staff
1986-05-08,Narain,Mikschl,Engineer
1986-05-05,Tsutomu,Neiman,Senior Staff
1986-05-05,Tsutomu,Neiman,Staff
1986-05-03,Alain,Penn,Technique Leader
1986-05-02,Hideo,Buchter,Staff
1986-05-01,Anwar,Collette,Senior Engineer
1986-04-28,Pintsang,Impagliazzo,Senior Staff
1986-04-24,Gift,Solares,Senior Staff
1986-04-21,Mart,Plumb,Senior Staff
1986-04-13,Shimshon,Aingworth,Senior Staff
1986-04-13,Shimshon,Aingworth,Staff
1986-04-12,Zhongwei,Melski,Engineer
1986-04-12,Zhongwei,Melski,Senior Engineer
1986-04-06,Remzi,Mitzlaff,Senior Staff
1986-03-30,Chriss,Fasbender,Staff
1986-03-29,Kinh,Buchter,Engineer
1986-03-29,Kinh,Buchter,Senior Engineer
1986-03-29,Reuven,Oehlmann,Senior Staff
1986-03-29,Reuven,Oehlmann,Staff
1986-03-27,Weidon,Fordan,Senior Engineer
1986-03-22,Feiyu,Hemaspaandra,Staff
1986-03-22,Shridhar,Chleq,Assistant Engineer
1986-03-22,Shridhar,Chleq,Engineer
1986-03-22,Shridhar,Chleq,Senior Engineer
1986-03-15,Domenico,Candan,Engineer
1986-03-12,Mrinalini,Bierbaum,Engineer
1986-03-12,Mrinalini,Bierbaum,Senior Engineer
1986-03-11,Deniz,Thibadeau,Engineer
1986-03-11,Deniz,Thibadeau,Senior Engineer
1986-03-07,Jouni,Conia,Senior Staff
1986-03-07,Jouni,Conia,Staff
1986-03-02,Faiza,Garnham,Technique Leader
1986-02-28,Holgard,Stavenow,Senior Staff
1986-02-28,Holgard,Stavenow,Staff
1986-02-28,Kendra,Junet,Senior Staff
1986-02-28,Kendra,Junet,Staff
1986-02-26,Shigehiro,Oxenboll,Senior Engineer
1986-02-25,Berry,DeMori,Engineer
1986-02-25,Berry,DeMori,Senior Engineer
1986-02-18,Jungsoon,Bail,Senior Staff
1986-02-18,Jungsoon,Bail,Staff
1986-02-17,Franziska,Maginnis,Engineer
1986-02-17,Franziska,Maginnis,Senior Engineer
1986-02-14,Bodo,Schade,Senior Staff
1986-02-14,Bodo,Schade,Staff
1986-02-07,Zongyan,Gips,Technique Leader
1986-02-06,Gopalakrishnan,Suermann,Engineer
1986-02-06,Gopalakrishnan,Suermann,Senior Engineer
1986-02-06,Leaf,Baak,Senior Staff
1986-02-06,Leaf,Baak,Staff
1986-02-01,Zhonghui,Conta,Staff
1986-01-31,Leni,Kropatsch,Senior Engineer
1986-01-31,Rosine,Lakshmanan,Engineer
1986-01-31,Rosine,Lakshmanan,Senior Engineer
1986-01-30,Giordano,Pietrzykowski,Senior Staff
1986-01-29,Shahab,Crooks,Senior Staff
1986-01-29,Shahab,Crooks,Staff
1986-01-27,Haldun,Syang,Staff
1986-01-25,Conal,Shackell,Senior Staff
1986-01-25,Conal,Shackell,Staff
1986-01-21,Christophe,Leaver,Staff
1986-01-19,Fei,Murtagh,Senior Staff
1986-01-19,True,Tischendorf,Engineer
1986-01-19,True,Tischendorf,Senior Engineer
1986-01-16,Nechama,Gaughan,Assistant Engineer
1986-01-16,Nechama,Gaughan,Engineer
1986-01-16,Nechama,Gaughan,Senior Engineer
1986-01-14,Nimmagadda,Baak,Assistant Engineer
1986-01-14,Nimmagadda,Baak,Engineer
1986-01-12,Kannan,Meriste,Senior Engineer
1986-01-08,Ziya,Tokunaga,Engineer
1986-01-08,Ziya,Tokunaga,Senior Engineer
1986-01-06,Shaowen,Segond,Engineer
1986-01-06,Shaowen,Segond,Senior Engineer
1986-01-06,Shugo,Yurek,Senior Staff
1986-01-06,Shugo,Yurek,Staff
1986-01-04,Hiroyasu,Seuren,Senior Engineer
1986-01-02,Sudhanshu,Demian,Senior Staff
1986-01-02,Sudhanshu,Demian,Staff
1985-12-30,Bernd,Thummel,Assistant Engineer
1985-12-30,Bernd,Thummel,Engineer
1985-12-28,Sahrah,Angiulli,Senior Staff
1985-12-28,Sahrah,Angiulli,Staff
1985-12-25,Xiaobin,Christianini,Senior Staff
1985-12-25,Xiaobin,Christianini,Staff
1985-12-24,Mark,Lalonde,Staff
1985-12-20,Kish,Turnbull,Engineer
1985-12-20,Kish,Turnbull,Senior Engineer
1985-12-16,Kauko,Narwekar,Engineer
1985-12-16,Kauko,Narwekar,Senior Engineer
1985-12-13,Arne,Kohling,Engineer
1985-12-13,Arne,Kohling,Senior Engineer
1985-12-08,Leon,Potthoff,Engineer
1985-12-08,Leon,Potthoff,Senior Engineer
1985-12-06,Divine,Hofmeyr,Technique Leader
1985-12-04,Harngdar,Bernardinello,Engineer
1985-12-04,Harngdar,Bernardinello,Senior Engineer
1985-12-03,Zhiguo,Staudhammer,Engineer
1985-12-03,Zhiguo,Staudhammer,Senior Engineer
1985-12-02,Florina,Litecky,Senior Staff
1985-12-02,Florina,Litecky,Staff
1985-11-29,Karsten,Azadmanesh,Senior Engineer
1985-11-25,Kazuhiko,Sidou,Technique Leader
1985-11-25,Masanao,Papastamatiou,Engineer
1985-11-25,Masanao,Papastamatiou,Senior Engineer
1985-11-24,DAIDA,Nooteboom,Engineer
1985-11-24,DAIDA,Nooteboom,Senior Engineer
1985-11-24,Gully,Mitchem,Senior Staff
1985-11-24,Gully,Mitchem,Staff
1985-11-23,Michaela,Randi,Engineer
1985-11-23,Michaela,Randi,Senior Engineer
1985-11-22,Jaques,Navazio,Senior Staff
1985-11-22,Jaques,Navazio,Staff
1985-11-21,Vivian,Guerreiro,Assistant Engineer
1985-11-21,Vivian,Guerreiro,Engineer
1985-11-20,Hinrich,Perin,Engineer
1985-11-20,Hinrich,Perin,Senior Engineer
1985-11-18,Manton,Lueh,Senior Staff
1985-11-18,Siddarth,Rosiles,Senior Engineer
1985-11-18,Wuxu,Kuhnemann,Engineer
1985-11-11,Kellie,Heydon,Engineer
1985-11-11,Kellie,Heydon,Senior Engineer
1985-11-11,Shigeu,Claffy,Engineer
1985-11-09,Kazuhisa,Weiland,Senior Staff
1985-11-09,Kazuhisa,Weiland,Staff
1985-11-08,Randi,Samarati,Senior Staff
1985-11-08,Randi,Samarati,Staff
1985-11-07,Cathie,Peck,Engineer
1985-11-07,Cathie,Peck,Senior Engineer
1985-11-04,Demos,Asser,Senior Engineer
1985-10-30,Fai,Maccarone,Senior Staff
1985-10-30,Fai,Maccarone,Staff
1985-10-30,Irena,Cesareni,Senior Staff
1985-10-29,Zhenbing,Ibel,Senior Engineer
1985-10-28,Sham,Kavanagh,Assistant Engineer
1985-10-24,Sham,Vasanthakumar,Senior Staff
1985-10-20,Xiaoqiu,Pietracaprina,Senior Engineer
1985-10-18,Chandrasekaran,Pearson,Staff
1985-10-17,Jamaludin,Fordan,Engineer
1985-10-17,Jamaludin,Fordan,Senior Engineer
1985-10-15,Chinhyun,Bauknecht,Senior Engineer
1985-10-15,Moty,Sommen,Senior Engineer
1985-10-13,Ghassan,Androutsos,Senior Staff
1985-10-13,Ghassan,Androutsos,Staff
1985-10-10,Lorien,Lagarias,Senior Staff
1985-10-10,Lorien,Lagarias,Staff
1985-10-09,Marjo,Delgrange,Senior Staff
1985-10-09,Marjo,Delgrange,Staff
1985-10-05,Hinrich,Hooghiemstra,Senior Staff
1985-10-05,Hinrich,Hooghiemstra,Staff
1985-10-04,Yagil,Remmers,Senior Staff
1985-10-03,Weijing,Viele,Engineer
1985-10-03,Weijing,Viele,Senior Engineer
1985-10-02,Lijie,Garrabrants,Senior Staff
1985-10-02,Lijie,Garrabrants,Staff
1985-09-28,Ipke,Kieras,Engineer
1985-09-28,Mahendra,Motley,Senior Staff
1985-09-28,Mahendra,Motley,Staff
1985-09-28,Richara,Walston,Senior Engineer
1985-09-26,Pranas,Narwekar,Engineer
1985-09-26,Pranas,Narwekar,Senior Engineer
1985-09-25,Bernd,Anick,Senior Engineer
1985-09-25,Masako,Dechter,Technique Leader
1985-09-23,Vasilis,Waleschkowski,Engineer
1985-09-20,Ipke,Schneeberger,Engineer
1985-09-20,Ipke,Schneeberger,Senior Engineer
1985-09-19,Gopalakrishnan,Angel,Engineer
1985-09-19,Gopalakrishnan,Angel,Senior Engineer
1985-09-17,Hironobu,Brodie,Engineer
1985-09-17,Hironobu,Brodie,Senior Engineer
1985-09-17,Xiadong,McClurg,Senior Staff
1985-09-17,Xiadong,McClurg,Staff
1985-09-14,Jaewon,Thummel,Senior Staff
1985-09-14,Jaewon,Thummel,Staff
1985-09-14,Rajmohan,DasSarma,Senior Staff
1985-09-14,Rajmohan,DasSarma,Staff
1985-09-14,Sreekrishna,Brender,Engineer
1985-09-14,Sreekrishna,Brender,Senior Engineer
1985-09-09,Fumiyo,Feinberg,Senior Staff
1985-09-09,Fumiyo,Feinberg,Staff
1985-09-08,Divier,Kumaresan,Senior Staff
1985-09-08,Divier,Kumaresan,Staff
1985-09-07,Kazuyasu,Schmiedel,Senior Staff
1985-09-07,Kazuyasu,Schmiedel,Staff
1985-09-06,Abdelghani,Lagarias,Engineer
1985-09-06,Abdelghani,Lagarias,Senior Engineer
1985-09-06,Fabrizio,Chleq,Senior Engineer
1985-09-04,Atilio,Olivero,Engineer
1985-09-04,Atilio,Olivero,Senior Engineer
1985-09-01,Takahiro,Dalton,Technique Leader
1985-08-29,Jagoda,Anguita,Senior Engineer
1985-08-27,Shahid,Varman,Senior Staff
1985-08-27,Shahid,Varman,Staff
1985-08-24,Dmitry,Msuda,Senior Staff
1985-08-24,Dmitry,Msuda,Staff
1985-08-24,Faiza,Bach,Engineer
1985-08-21,Subir,Miake,Engineer
1985-08-21,Subir,Miake,Senior Engineer
1985-08-19,Zsolt,Anily,Senior Staff
1985-08-19,Zsolt,Anily,Staff
1985-08-15,Lalit,Unni,Assistant Engineer
1985-08-14,Arumugam,Vecchio,Engineer
1985-08-14,Arumugam,Vecchio,Senior Engineer
1985-08-09,Sumant,Thambidurai,Senior Staff
1985-08-09,Sumant,Thambidurai,Staff
1985-08-04,Juyoung,Peltason,Assistant Engineer
1985-07-30,Shigeo,Linnainmaa,Senior Engineer
1985-07-30,Shigeo,Merey,Senior Engineer
1985-07-29,Chinho,Bottner,Assistant Engineer
1985-07-29,Chinho,Bottner,Engineer
1985-07-29,Chinho,Bottner,Senior Engineer
1985-07-28,Zissis,Lodder,Engineer
1985-07-24,Jaihie,Ozeri,Senior Staff
1985-07-24,Jaihie,Ozeri,Staff
1985-07-24,Xuejun,Pfau,Senior Staff
1985-07-24,Xuejun,Pfau,Staff
1985-07-22,Perry,Chachaty,Engineer
1985-07-22,Perry,Chachaty,Senior Engineer
1985-07-18,Michaela,Fandrianto,Senior Engineer
1985-07-16,Yahiko,Hebden,Engineer
1985-07-16,Yahiko,Hebden,Senior Engineer
1985-07-15,Khalil,Picci,Engineer
1985-07-15,Khalil,Picci,Senior Engineer
1985-07-13,Anestis,Setlzner,Engineer
1985-07-13,Anestis,Setlzner,Senior Engineer
1985-07-11,Horward,Marzano,Staff
1985-07-10,Rimon,Pietracaprina,Engineer
1985-07-10,Rimon,Pietracaprina,Senior Engineer
1985-07-09,Fun,Keirsey,Senior Staff
1985-07-08,Poornachandra,Asser,Engineer
1985-07-08,Sajjad,Vecchi,Senior Staff
1985-07-08,Sajjad,Vecchi,Staff
1985-07-07,Alain,Lieberherr,Engineer
1985-07-07,Alain,Lieberherr,Senior Engineer
1985-07-06,Heon,Broomell,Staff
1985-07-05,Kolar,Greenaway,Staff
1985-07-03,Huan,Roccetti,Senior Engineer
1985-06-28,Emran,Miara,Engineer
1985-06-28,Emran,Miara,Senior Engineer
1985-06-28,Miquel,Legleitner,Senior Staff
1985-06-28,Miquel,Legleitner,Staff
1985-06-27,Yucai,Seghrouchni,Engineer
1985-06-27,Yucai,Seghrouchni,Senior Engineer
1985-06-22,Oksana,Redmiles,Engineer
1985-06-22,Oksana,Redmiles,Senior Engineer
1985-06-15,Mariangiola,Bolsens,Senior Staff
1985-06-15,Mariangiola,Bolsens,Staff
1985-06-07,Huei,Hutter,Engineer
1985-06-07,Huei,Hutter,Senior Engineer
1985-06-07,Takushi,Skogmar,Senior Staff
1985-06-07,Takushi,Skogmar,Staff
1985-06-06,Boalin,Birsak,Senior Staff
1985-06-06,Boalin,Birsak,Staff
1985-06-04,Parke,Staylopatis,Engineer
1985-06-04,Parke,Staylopatis,Senior Engineer
1985-06-03,Kotesh,Rajala,Engineer
1985-06-03,Kotesh,Rajala,Senior Engineer
1985-06-02,Jaana,Milicia,Senior Staff
1985-06-02,Tamiya,Reutenauer,Senior Engineer
1985-05-31,Herb,Picht,Assistant Engineer
1985-05-31,Herb,Picht,Engineer
1985-05-30,Matk,Chorvat,Senior Staff
1985-05-30,Matk,Chorvat,Staff
1985-05-28,Susuma,Kitsuregawa,Engineer
1985-05-28,Susuma,Kitsuregawa,Senior Engineer
1985-05-26,Jamaludin,Kandlur,Senior Engineer
1985-05-25,Conor,Ghandeharizadeh,Senior Engineer
1985-05-22,Susanne,Peternell,Engineer
1985-05-22,Susanne,Peternell,Senior Engineer
1985-05-21,Patricio,Itzfeldt,Senior Staff
1985-05-21,Patricio,Itzfeldt,Staff
1985-05-18,Chikako,Armand,Senior Engineer
1985-05-18,Gor,Delgrande,Engineer
1985-05-18,Gor,Delgrande,Senior Engineer
1985-05-16,Theron,Itschner,Senior Staff
1985-05-16,Theron,Itschner,Staff
1985-05-15,Oldrich,Woycyznski,Engineer
1985-05-15,Oldrich,Woycyznski,Senior Engineer
1985-05-14,Berna,Ranst,Engineer
1985-05-14,Berna,Ranst,Senior Engineer
1985-05-11,Hsiangchu,Taubenfeld,Senior Staff
1985-05-11,Hsiangchu,Taubenfeld,Staff
1985-05-11,Mahmut,Lampe,Engineer
1985-05-11,Mahmut,Lampe,Senior Engineer
1985-05-11,Sudhanshu,Boissier,Engineer
1985-05-11,Sudhanshu,Boissier,Senior Engineer
1985-05-05,Tokuyasu,Ghelli,Engineer
1985-05-05,Tokuyasu,Ghelli,Senior Engineer
1985-04-27,Ewing,DiGiano,Technique Leader
1985-04-25,Shooichi,Vandervoorde,Engineer
1985-04-19,Shin,Piveteau,Engineer
1985-04-19,Shin,Piveteau,Senior Engineer
1985-04-16,DAIDA,Frolund,Engineer
1985-04-16,DAIDA,Frolund,Senior Engineer
1985-04-15,Kensyu,Tsunoo,Engineer
1985-04-13,Doohun,Preusig,Technique Leader
1985-04-09,Cedric,Riefers,Engineer
1985-04-08,Insup,Reinhard,Senior Staff
1985-04-08,Insup,Reinhard,Staff
1985-04-08,Vugranam,Beausoleil,Staff
1985-04-07,Fusako,Schwartzbauer,Senior Staff
1985-04-07,Fusako,Schwartzbauer,Staff
1985-04-04,Jackson,Zielinski,Senior Engineer
1985-04-03,Jungsoon,Birsak,Technique Leader
1985-04-02,Mack,Staylopatis,Engineer
1985-04-02,Mack,Staylopatis,Senior Engineer
1985-04-01,Arve,Worfolk,Senior Staff
1985-04-01,Arve,Worfolk,Staff
1985-03-30,Hisao,Ghemri,Senior Staff
1985-03-30,Hisao,Ghemri,Staff
